#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Xanthomonas oryzae pv. oryzae","Bacteria;Pseudomonadota;Gammaproteobacteria","IXO639","SAMN03252553","PRJNA269475","GCA_001928995.2","Complete",4.94644,63.7,"chromosome:NZ_CP059586.1/CP059586.1",,1,3641,"2020-07-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/928/995/GCF_001928995.2_ASM192899v2"
"Xanthomonas citri pv. malvacearum","Bacteria;Pseudomonadota;Gammaproteobacteria","AR81009","SAMN07447516","PRJNA396899","GCA_002288565.1","Complete",5.40885,64.5397,"chromosome:NZ_CP023155.1/CP023155.1; plasmid unnamed1:NZ_CP023156.1/CP023156.1; plasmid unnamed2:NZ_CP023157.1/CP023157.1; plasmid unnamed3:NZ_CP023158.1/CP023158.1",,4,4302,"2017-09-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/565/GCF_002288565.1_ASM228856v1"
"Ralstonia solanacearum","Bacteria;Pseudomonadota;Betaproteobacteria","FJ1003","SAMN23101910","PRJNA780084","GCA_020923475.1","Complete",5.89681,66.9482,"chromosome 1:NZ_CP087277.1/CP087277.1; chromosome 2:NZ_CP087278.1/CP087278.1; plasmid unnamed1:NZ_CP087279.1/CP087279.1",,3,5042,"2021-11-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/923/475/GCA_020923475.1_ASM2092347v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/923/475/GCF_020923475.1_ASM2092347v1"
"Bacillus thuringiensis","Bacteria;Terrabacteria group;Bacillota","FDAARGOS_795","SAMN11056510","PRJNA231221","GCA_013267315.1","Complete",5.72987,35.3135,"chromosome:NZ_CP053980.1/CP053980.1; plasmid unnamed1:NZ_CP053977.1/CP053977.1; plasmid unnamed2:NZ_CP053978.1/CP053978.1; plasmid unnamed3:NZ_CP053979.1/CP053979.1",,4,5782,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/267/315/GCA_013267315.1_ASM1326731v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/267/315/GCF_013267315.1_ASM1326731v1"
"Vibrio cholerae","Bacteria;Pseudomonadota;Gammaproteobacteria","NCTC5395","SAMN04256437","PRJNA301765","GCA_001887515.1","Complete",4.17025,47.5149,"chromosome 1:NZ_CP013317.1/CP013317.1; chromosome 2:NZ_CP013318.1/CP013318.1",,2,3738,"2016-11-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/515/GCF_001887515.1_ASM188751v1"
"Burkholderia pseudomallei","Bacteria;Pseudomonadota;Betaproteobacteria","vgh16W","SAMN04009760","PRJNA294030","GCA_001277895.1","Complete",7.26681,68.0777,"chromosome 1:NZ_CP012517.1/CP012517.1; chromosome 2:NZ_CP012518.1/CP012518.1",,2,6112,"2015-09-02T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/895/GCF_001277895.1_ASM127789v1"
"Chlamydia trachomatis F/SW4","Bacteria;PVC group;Chlamydiota","F/SW4","SAMEA2272343","PRJEA71085","GCA_000304515.1","Complete",1.04274,41.3,"chromosome I:NC_017951.1/HE601804.1",,1,890,"2012-03-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/515/GCA_000304515.1_Cm_FSW4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/515/GCF_000304515.1_Cm_FSW4"
"Streptococcus thermophilus","Bacteria;Terrabacteria group;Bacillota","ST057-1","SAMN30276018","PRJNA868896","GCA_024731205.1","Complete",1.83153,39.1,"chromosome:NZ_CP102797.1/CP102797.1",,1,1625,"2022-08-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/731/205/GCF_024731205.1_ASM2473120v1"
"Legionella pneumophila","Bacteria;Pseudomonadota;Gammaproteobacteria","C11_O","SAMN05180032","PRJNA323476","GCA_001753125.1","Complete",3.41688,38.3,"chromosome:NZ_CP015945.1/CP015945.1",,1,2975,"2016-10-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/125/GCF_001753125.1_ASM175312v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","2021CK-01409","SAMN21924071","PRJNA812595","GCA_025258745.1","Complete",4.47142,39.0823,"chromosome:NZ_CP104340.1/CP104340.1; plasmid unnamed1:NZ_CP104341.1/CP104341.1; plasmid unnamed2:NZ_CP104339.1/CP104339.1",,3,4191,"2022-09-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/258/745/GCF_025258745.1_ASM2525874v1"
"Streptococcus suis","Bacteria;Terrabacteria group;Bacillota","16085/3b","SAMN15143498","PRJNA637499","GCA_014843055.1","Complete",2.17268,41.1,"chromosome:NZ_CP058740.1/CP058740.1",,1,1958,"2020-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/055/GCA_014843055.1_ASM1484305v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/055/GCF_014843055.1_ASM1484305v1"
"Bifidobacterium longum subsp. infantis","Bacteria;Terrabacteria group;Actinomycetota","B.longum_ssp_infantis_6","SAMEA5770187","PRJEB27068","GCA_902167885.1","Complete",2.83285,59.9,"chromosome USA001_1:NZ_LR655210.1/LR655210.1",,1,2465,"2019-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/885/GCA_902167885.1_B.longum_ssp_infantis_6_mod2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/167/885/GCF_902167885.1_B.longum_ssp_infantis_6_mod2"
"Bacillus anthracis","Bacteria;Terrabacteria group;Bacillota","A159","SAMN18241462","PRJNA695105","GCA_022221325.1","Complete",5.50473,35.2648,"chromosome:NZ_CP076222.1/CP076222.1; plasmid pXO1:NZ_CP076223.1/CP076223.1; plasmid pXO2:NZ_CP076224.1/CP076224.1",,3,5269,"2022-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/221/325/GCA_022221325.1_ASM2222132v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/221/325/GCF_022221325.1_ASM2222132v1"
"Shigella flexneri","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_74","SAMN02934526","PRJNA231221","GCA_000783735.2","Complete",4.80586,50.6709,"chromosome:NZ_CP026098.1/CP026098.1; plasmid unnamed:NZ_CP026099.1/CP026099.1",,2,3990,"2018-01-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/735/GCA_000783735.2_ASM78373v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/735/GCF_000783735.2_ASM78373v2"
"Streptococcus pneumoniae","Bacteria;Terrabacteria group;Bacillota","TVO_1901932","SAMN10734520","PRJNA514780","GCA_022070225.1","Complete",2.11843,39.8,"chromosome:NZ_CP035254.1/CP035254.1",,1,1953,"2022-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/070/225/GCA_022070225.1_ASM2207022v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/070/225/GCF_022070225.1_ASM2207022v1"
"Streptococcus agalactiae","Bacteria;Terrabacteria group;Bacillota","GBSIR0001","SAMN33919071","PRJNA948805","GCA_030323365.1","Complete",2.1363,35.7,"chromosome:CP120953.1",,1,2007,"2023-06-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/323/365/GCF_030323365.1_ASM3032336v1"
"Pseudomonas aeruginosa","Bacteria;Pseudomonadota;Gammaproteobacteria","24Pae112","SAMN07958398","PRJNA416504","GCA_003433235.1","Complete",7.09724,66,"chromosome:NZ_CP029605.1/CP029605.1",,1,6494,"2018-08-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/235/GCF_003433235.1_ASM343323v1"
"Helicobacter pylori","Bacteria;Campylobacterota;Epsilonproteobacteria","HE101/09","SAMEA4554831","PRJEB17945","GCA_900120255.1","Complete",1.66782,39.1,"chromosome I:NZ_LT635456.1/LT635456.1",,1,1456,"2017-07-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/255/GCA_900120255.1_HE101_09","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/255/GCF_900120255.1_HE101_09"
"Streptococcus pyogenes","Bacteria;Terrabacteria group;Bacillota","NCTC8195","SAMEA3632069","PRJEB6403","GCA_900475075.1","Complete",1.8986,38.6,"chromosome 1:NZ_LS483351.1/LS483351.1",,1,1797,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/075/GCA_900475075.1_42290_F02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/075/GCF_900475075.1_42290_F02"
"Neisseria meningitidis","Bacteria;Pseudomonadota;Betaproteobacteria","15-215","SAMN09429009","PRJNA476247","GCA_015679815.1","Complete",2.17904,51.7,"chromosome:NZ_CP030819.1/CP030819.1",,1,1960,"2020-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/679/815/GCA_015679815.1_ASM1567981v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/679/815/GCF_015679815.1_ASM1567981v1"
"Xylella fastidiosa subsp. morus","Bacteria;Pseudomonadota;Gammaproteobacteria","Riv19","SAMN24371054","PRJNA672949","GCA_021459805.1","Complete",2.63064,51.8731,"chromosome:NZ_CP090506.1/CP090506.1; plasmid pXF-Riv19:NZ_CP090507.1/CP090507.1",,2,2292,"2022-01-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/459/805/GCA_021459805.1_ASM2145980v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/459/805/GCF_021459805.1_ASM2145980v1"
"Pseudomonas putida KT2440","Bacteria;Pseudomonadota;Gammaproteobacteria","KT2440","SAMN02603999","PRJNA267","GCA_000007565.2","Complete",6.18187,61.5,"chromosome:NC_002947.4/AE015451.2",,1,5478,"2002-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/565/GCA_000007565.2_ASM756v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/565/GCF_000007565.2_ASM756v2"
"Mycobacterium tuberculosis","Bacteria;Terrabacteria group;Actinomycetota","1-0102P6C4","SAMN12325213","PRJNA555636","GCA_014900595.1","Complete",4.42138,65.6,"chromosome:NZ_CP041854.1/CP041854.1",,1,3886,"2020-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/900/595/GCA_014900595.1_ASM1490059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/900/595/GCF_014900595.1_ASM1490059v1"
"Haemophilus influenzae","Bacteria;Pseudomonadota;Gammaproteobacteria","P636-8296","SAMN07421913","PRJNA282520","GCA_003425585.1","Complete",1.8405,38.1,"chromosome:NZ_CP031688.1/CP031688.1",,1,1690,"2018-08-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/425/585/GCF_003425585.1_ASM342558v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Bacillota","NH1","SAMN06920120","PRJNA385047","GCA_002969195.1","Complete",3.00249,37.9,"chromosome:NZ_CP021325.1/CP021325.1",,1,2955,"2018-03-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/969/195/GCF_002969195.1_ASM296919v1"
"Bacillus cereus","Bacteria;Terrabacteria group;Bacillota","30048","SAMD00203340","PRJDB9236","GCA_021655295.1","Complete",5.78631,35.1598,"chromosome:NZ_AP022981.1/AP022981.1; plasmid p30048_1:NZ_AP022982.1/AP022982.1; plasmid p30048_2:NZ_AP022983.1/AP022983.1; plasmid p30048_3:NZ_AP022984.1/AP022984.1; plasmid p30048_4:NZ_AP022985.1/AP022985.1",,5,5454,"2021-12-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/295/GCA_021655295.1_ASM2165529v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/295/GCF_021655295.1_ASM2165529v1"
"Clostridium perfringens","Bacteria;Terrabacteria group;Bacillota","Qinghai-1","SAMN26101717","PRJNA808738","GCA_022429605.1","Complete",3.08136,28.5696,"chromosome:NZ_CP092481.1/CP092481.1; plasmid unnamed:NZ_CP092482.1/CP092482.1",,2,2698,"2022-03-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/429/605/GCA_022429605.1_ASM2242960v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/429/605/GCF_022429605.1_ASM2242960v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Bacillota","TSM-36","SAMN26520678","PRJNA800235","GCA_024204925.1","Complete",2.60263,32.2546,"chromosome:NZ_CP093205.1/CP093205.1; plasmid p1:NZ_CP093206.1/CP093206.1; plasmid p2:NZ_CP093207.1/CP093207.1",,3,2340,"2022-07-11T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/204/925/GCF_024204925.1_ASM2420492v1"
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Bacillota","G50","SAMN08200704","PRJNA422936","GCA_002895225.1","Complete",2.34666,35,"chromosome:NZ_CP025500.1/CP025500.1",,1,2210,"2018-01-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/895/225/GCF_002895225.1_ASM289522v1"
"Yersinia pestis Z176003","Bacteria;Pseudomonadota;Gammaproteobacteria","Z176003","SAMN02603873","PRJNA36547","GCA_000022845.1","Complete",4.72579,47.7001,"chromosome:CP001593.1; plasmid pCD1:CP001594.1; plasmid pMT1:CP001595.1; plasmid pPCP1:CP001596.1",,4,3693,"2010-04-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/845/GCA_000022845.1_ASM2284v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/845/GCF_000022845.1_ASM2284v1"
"Salmonella enterica","Bacteria;Pseudomonadota;Gammaproteobacteria","S1905","SAMN30507085","PRJNA873903","GCA_024917195.1","Complete",5.0569,52.0453,"chromosome:NZ_CP103771.1/CP103771.1; plasmid pS1905_1:NZ_CP103772.1/CP103772.1; plasmid pS1905_2:NZ_CP103773.1/CP103773.1; plasmid pS1905_3:NZ_CP103774.1/CP103774.1; plasmid pS1905_4:NZ_CP103775.1/CP103775.1; plasmid pS1905_5:NZ_CP103776.1/CP103776.1",,6,4675,"2022-09-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/195/GCF_024917195.1_ASM2491719v1"
"Staphylococcus aureus","Bacteria;Terrabacteria group;Bacillota","JK3137","SAMN06830443","PRJNA384212","GCA_004614315.1","Complete",2.955,32.8,"chromosome:NZ_CP020960.1/CP020960.1",,1,2831,"2019-04-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/614/315/GCF_004614315.1_ASM461431v1"
"Xanthomonas campestris pv. campestris","Bacteria;Pseudomonadota;Gammaproteobacteria","CN05","SAMN29495283","PRJNA855560","GCA_024298605.1","Complete",5.11123,65.1336,"chromosome:NZ_CP101170.1/CP101170.1; plasmid unnamed:NZ_CP101171.1/CP101171.1",,2,4131,"2022-07-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/298/605/GCF_024298605.1_ASM2429860v1"
"Campylobacter jejuni","Bacteria;Campylobacterota;Epsilonproteobacteria","AR-0419","SAMN12648969","PRJNA562719","GCA_008727335.1","Complete",1.69016,30.4,"chromosome:NZ_CP044162.1/CP044162.1",,1,1616,"2019-09-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/335/GCF_008727335.1_ASM872733v1"
"Xanthomonas campestris pv. campestris","Bacteria;Pseudomonadota;Gammaproteobacteria","27-6","SAMN17198916","PRJNA689092","GCA_028750555.1","Complete",4.94093,65.2,"chromosome:CP066983.1",,1,4043,"2023-02-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/750/555/GCF_028750555.1_ASM2875055v1"
"Campylobacter jejuni","Bacteria;Campylobacterota;Epsilonproteobacteria","CJ518CC45","SAMN05831981","PRJNA344714","GCA_025215645.1","Complete",1.68879,30.4,"chromosome:NZ_CP012215.1/CP012215.1",,1,1686,"2022-09-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/215/645/GCF_025215645.1_ASM2521564v1"
"Staphylococcus aureus","Bacteria;Terrabacteria group;Bacillota","NCTC9944","SAMEA3491695","PRJEB6403","GCA_900474575.1","Complete",2.9515,32.9,"chromosome 1:NZ_LS483309.1/LS483309.1",,1,2745,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/575/GCA_900474575.1_40415_F02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/575/GCF_900474575.1_40415_F02"
"Salmonella enterica","Bacteria;Pseudomonadota;Gammaproteobacteria","SC2016042","SAMN29630254","PRJNA855361","GCA_024364885.1","Complete",4.98427,52.1305,"chromosome:NZ_CP101373.1/CP101373.1; plasmid pSC2016042-mcr-33k:NZ_CP101374.1/CP101374.1",,2,4655,"2022-07-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/364/885/GCF_024364885.1_ASM2436488v1"
"Yersinia pestis biovar Medievalis str. Harbin 35","Bacteria;Pseudomonadota;Gammaproteobacteria","Harbin 35","SAMN02603222","PRJNA30505","GCA_000186725.1","Complete",4.7095,47.6065,"chromosome:CP001608.1; plasmid pCD:CP001609.1; plasmid pMT:CP001610.1; plasmid pPCP:CP001611.1",,4,4436,"2011-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/725/GCA_000186725.1_ASM18672v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Bacillota","IVB6194","SAMN26923359","PRJNA819273","GCA_025558725.1","Complete",2.55222,32.3,"chromosome:NZ_CP094733.1/CP094733.1",,1,2329,"2022-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/558/725/GCF_025558725.1_ASM2555872v1"
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Bacillota","IBB109","SAMN23247109","PRJNA781389","GCA_023822185.1","Complete",2.63295,35.2253,"chromosome:NZ_CP087600.1/CP087600.1; plasmid pIBB109_AgSa_1:NZ_CP087601.1/CP087601.1; plasmid pIBB109_AgSa_2:NZ_CP087602.1/CP087602.1; plasmid pIBB109_AgSa_3:NZ_CP087603.1/CP087603.1; plasmid pIBB109_AgSa_4:NZ_CP087604.1/CP087604.1; plasmid pIBB109_AgSa_5:NZ_CP087605.1/CP087605.1",,6,2525,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/822/185/GCA_023822185.1_ASM2382218v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/822/185/GCF_023822185.1_ASM2382218v1"
"Clostridium perfringens","Bacteria;Terrabacteria group;Bacillota","346/91","SAMN18175731","PRJNA707150","GCA_020138655.1","Complete",3.04671,28.1896,"chromosome:NZ_CP075964.1/CP075964.1; plasmid pCP346-91:NZ_CP075965.1/CP075965.1",,2,2618,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/138/655/GCA_020138655.1_ASM2013865v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/138/655/GCF_020138655.1_ASM2013865v1"
"Bacillus cereus","Bacteria;Terrabacteria group;Bacillota","J1","SAMD00203330","PRJDB9236","GCA_021655035.1","Complete",5.73649,35.1724,"chromosome:NZ_AP022921.1/AP022921.1; plasmid pJ1_1:NZ_AP022922.1/AP022922.1; plasmid pJ1_2:NZ_AP022923.1/AP022923.1; plasmid pJ1_3:NZ_AP022924.1/AP022924.1; plasmid pJ1_4:NZ_AP022925.1/AP022925.1; plasmid pJ1_5:NZ_AP022926.1/AP022926.1",,6,5545,"2021-12-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/035/GCA_021655035.1_ASM2165503v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/035/GCF_021655035.1_ASM2165503v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Bacillota","GIMC2106:Lmc10704","SAMN28536921","PRJNA605697","GCA_029891475.2","Complete",3.00138,38,"chromosome:NZ_CP127193.1/CP127193.1",,1,2966,"2023-06-07T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/891/475/GCF_029891475.2_ASM2989147v2"
"Haemophilus influenzae","Bacteria;Pseudomonadota;Gammaproteobacteria","P615-8618","SAMN07421892","PRJNA282520","GCA_003425815.1","Complete",1.84006,38.2,"chromosome:NZ_CP031691.1/CP031691.1",,1,1684,"2018-08-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/425/815/GCF_003425815.1_ASM342581v1"
"Mycobacterium tuberculosis","Bacteria;Terrabacteria group;Actinomycetota","M0003941-3","SAMN24042982","PRJNA719670","GCA_029867245.1","Complete",4.42117,65.6,"chromosome:NZ_CP089780.1/CP089780.1",,1,3889,"2023-04-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/867/245/GCF_029867245.1_ASM2986724v1"
"Escherichia coli","Bacteria;Pseudomonadota;Gammaproteobacteria","472","SAMN05544767","PRJNA336330","GCA_001890245.1","Complete",5.60887,50.4575,"chromosome:NZ_CP018245.1/CP018245.1; plasmid pO157:NZ_CP018246.1/CP018246.1",,2,5151,"2016-12-07T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/245/GCF_001890245.1_ASM189024v1"
"Xylella fastidiosa M23","Bacteria;Pseudomonadota;Gammaproteobacteria","M23","SAMN02598408","PRJNA18457","GCA_000019765.1","Complete",2.57399,51.7613,"chromosome:NC_010577.1/CP001011.1; plasmid pXFAS01:NC_010579.1/CP001012.1",,2,2200,"2008-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/765/GCA_000019765.1_ASM1976v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/765/GCF_000019765.1_ASM1976v1"
"Neisseria meningitidis","Bacteria;Pseudomonadota;Betaproteobacteria","15-198","SAMN09429008","PRJNA476247","GCA_015679845.1","Complete",2.17903,51.7,"chromosome:NZ_CP030820.1/CP030820.1",,1,1961,"2020-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/679/845/GCA_015679845.1_ASM1567984v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/679/845/GCF_015679845.1_ASM1567984v1"
"Pseudomonas putida DOT-T1E","Bacteria;Pseudomonadota;Gammaproteobacteria","DOT-T1E","SAMN31664999","PRJNA899573","GCA_026183455.1","Complete",6.50671,61.2851,"chromosome:NZ_CP110782.1/CP110782.1; plasmid pGRT1:NZ_CP110783.1/CP110783.1",,2,5737,"2022-11-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/183/455/GCF_026183455.1_ASM2618345v1"
"Helicobacter pylori","Bacteria;Campylobacterota;Epsilonproteobacteria","HE143/09","SAMEA4554837","PRJEB17945","GCA_900119995.1","Complete",1.6678,39.1,"chromosome I:NZ_LT635458.1/LT635458.1",,1,1444,"2017-07-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/995/GCA_900119995.1_HE143_09","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/995/GCF_900119995.1_HE143_09"
"Streptococcus agalactiae","Bacteria;Terrabacteria group;Bacillota","SS114","SAMN03329879","PRJNA556442","GCA_021496805.1","Complete",2.13618,35.6,"chromosome:NZ_CP053886.1/CP053886.1",,1,2030,"2022-01-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/496/805/GCA_021496805.1_ASM2149680v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/496/805/GCF_021496805.1_ASM2149680v1"
"Streptococcus pneumoniae","Bacteria;Terrabacteria group;Bacillota","TVO_1901923","SAMN10734512","PRJNA514780","GCA_022068765.1","Complete",2.11677,39.6,"chromosome:NZ_CP035262.1/CP035262.1",,1,1901,"2022-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/068/765/GCA_022068765.1_ASM2206876v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/068/765/GCF_022068765.1_ASM2206876v1"
"Bacillus anthracis","Bacteria;Terrabacteria group;Bacillota","ChBA30D","SAMN25419190","PRJNA801920","GCA_022014795.1","Complete",5.32303,35.3572,"chromosome:NZ_CP091767.1/CP091767.1; plasmid pXO2:NZ_CP091768.1/CP091768.1",,2,5110,"2022-02-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/014/795/GCA_022014795.1_ASM2201479v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/014/795/GCF_022014795.1_ASM2201479v1"
"Bifidobacterium longum subsp. infantis","Bacteria;Terrabacteria group;Actinomycetota","JCM 11347","SAMN16365393","PRJNA666146","GCA_015102215.1","Complete",2.82146,59.9,"chromosome:NZ_CP062951.1/CP062951.1",,1,2347,"2020-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/102/215/GCA_015102215.1_ASM1510221v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/102/215/GCF_015102215.1_ASM1510221v1"
"Shigella flexneri","Bacteria;Pseudomonadota;Gammaproteobacteria","SFL1520","SAMN10106138","PRJNA492813","GCA_004171185.1","Complete",4.57554,50.9,"chromosome:NZ_CP032513.1/CP032513.1",,1,3878,"2019-02-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/171/185/GCF_004171185.1_ASM417118v1"
"Streptococcus pyogenes","Bacteria;Terrabacteria group;Bacillota","iGAS391","SAMN17141634","PRJNA685009","GCA_016549375.1","Complete",1.89713,38.6,"chromosome:NZ_CP067009.1/CP067009.1",,1,1769,"2021-01-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/549/375/GCA_016549375.1_ASM1654937v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/549/375/GCF_016549375.1_ASM1654937v1"
